l_f	r_f	l_hyaw_out	l_hrol_out	l_hpit_out	l_knee_out	l_apit_out	r_hyaw_out	r_hrol_out	r_hpit_out	r_knee_out	r_apit_out	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	
3.419313	3.347952	-3.512060	7.495959	-8.503386	-1.788016	-14.917133	1.767011	1.807968	-9.184516	-12.455359	13.800720	-0.000000	-0.000000	0.120836	-0.694513	0.936888	-1.901031	0.704375	-0.158507	0.077442	-0.024486	-0.259949	-0.344415	0.044629	-0.032185	-0.721441	-0.337779	0.874784	0.143158	-0.151921	0.744637	0.564947	0.937285	0.191216	-0.281670	0.597273	1.057675	0.732541	0.002261	-0.179045	0.430254	0.136588	0.610499	0.081216	-0.317815	0.379143	0.508701	0.477364	0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.136408	-0.752131	0.619491	-1.883882	0.395060	-0.139650	0.053429	0.076293	-0.184269	-0.191784	0.085548	-0.071989	-0.631200	-0.176692	0.982916	0.069452	-0.175715	0.638737	0.549231	0.972418	0.363897	-0.267207	0.780685	1.098917	0.705576	-0.031525	-0.191984	0.444599	0.096181	0.573368	0.104100	-0.278011	0.473708	0.432479	0.417084	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.156777	-0.806174	0.239003	-1.546856	-0.355355	-0.136266	0.030993	0.145860	-0.117200	-0.073072	0.135123	-0.109183	-0.511807	-0.026748	1.063963	-0.049238	-0.131915	0.595694	0.393069	0.559269	0.409780	-0.233772	0.808449	0.710806	0.583883	-0.070638	-0.133152	0.399386	0.072219	0.288396	0.102007	-0.240817	0.448481	0.209052	0.336037	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
3.499866	3.498524	-5.102129	6.312323	-13.976818	-12.956538	-14.999825	0.629541	10.844060	-14.907797	-14.903292	-14.854193	-0.000000	-0.000000	0.136408	-0.752131	0.619491	-1.883882	0.395060	-0.139650	0.053429	0.076293	-0.184269	-0.191784	0.085548	-0.071989	-0.631200	-0.176692	0.982916	0.069452	-0.175715	0.638737	0.549231	0.972418	0.363897	-0.267207	0.780685	1.098917	0.705576	-0.031525	-0.191984	0.444599	0.096181	0.573368	0.104100	-0.278011	0.473708	0.432479	0.417084	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.156777	-0.806174	0.239003	-1.546856	-0.355355	-0.136266	0.030993	0.145860	-0.117200	-0.073072	0.135123	-0.109183	-0.511807	-0.026748	1.063963	-0.049238	-0.131915	0.595694	0.393069	0.559269	0.409780	-0.233772	0.808449	0.710806	0.583883	-0.070638	-0.133152	0.399386	0.072219	0.288396	0.102007	-0.240817	0.448481	0.209052	0.336037	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.190093	-0.843157	-0.021624	-0.841871	-1.141091	-0.151341	0.017911	0.213888	-0.071943	-0.017171	0.190863	-0.141009	-0.415833	0.041482	1.137679	-0.180103	-0.026336	0.320594	0.122011	0.058370	0.286997	-0.163428	0.438183	0.088529	0.416774	-0.108174	-0.007781	0.203978	0.000178	0.009037	0.072736	-0.181908	0.214924	-0.045759	0.262321	0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	
3.500000	3.499969	-2.479105	1.707155	-14.792532	-13.850830	-14.999964	-5.943909	13.199746	-14.999424	-14.998495	-14.999998	-0.000000	-0.000000	0.156777	-0.806174	0.239003	-1.546856	-0.355355	-0.136266	0.030993	0.145860	-0.117200	-0.073072	0.135123	-0.109183	-0.511807	-0.026748	1.063963	-0.049238	-0.131915	0.595694	0.393069	0.559269	0.409780	-0.233772	0.808449	0.710806	0.583883	-0.070638	-0.133152	0.399386	0.072219	0.288396	0.102007	-0.240817	0.448481	0.209052	0.336037	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.190093	-0.843157	-0.021624	-0.841871	-1.141091	-0.151341	0.017911	0.213888	-0.071943	-0.017171	0.190863	-0.141009	-0.415833	0.041482	1.137679	-0.180103	-0.026336	0.320594	0.122011	0.058370	0.286997	-0.163428	0.438183	0.088529	0.416774	-0.108174	-0.007781	0.203978	0.000178	0.009037	0.072736	-0.181908	0.214924	-0.045759	0.262321	0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.235770	-0.853659	-0.161596	-0.101830	-1.656562	-0.176966	0.018009	0.238980	-0.068684	-0.020144	0.223725	-0.157358	-0.364723	0.030337	1.191147	-0.328937	0.067275	-0.100198	-0.235563	-0.359179	0.147696	0.000989	-0.083553	-0.416533	0.008177	-0.159137	0.086876	-0.030920	-0.197572	-0.213153	0.049325	-0.002778	-0.059967	-0.258327	-0.014123	0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	
3.500000	3.499981	1.841984	2.425201	-14.731284	-8.462804	-14.999879	-5.169609	10.960947	-14.998903	-14.987647	-14.999992	-0.000000	-0.000000	0.190093	-0.843157	-0.021624	-0.841871	-1.141091	-0.151341	0.017911	0.213888	-0.071943	-0.017171	0.190863	-0.141009	-0.415833	0.041482	1.137679	-0.180103	-0.026336	0.320594	0.122011	0.058370	0.286997	-0.163428	0.438183	0.088529	0.416774	-0.108174	-0.007781	0.203978	0.000178	0.009037	0.072736	-0.181908	0.214924	-0.045759	0.262321	0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.235770	-0.853659	-0.161596	-0.101830	-1.656562	-0.176966	0.018009	0.238980	-0.068684	-0.020144	0.223725	-0.157358	-0.364723	0.030337	1.191147	-0.328937	0.067275	-0.100198	-0.235563	-0.359179	0.147696	0.000989	-0.083553	-0.416533	0.008177	-0.159137	0.086876	-0.030920	-0.197572	-0.213153	0.049325	-0.002778	-0.059967	-0.258327	-0.014123	0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.286142	-0.841318	0.012530	0.350079	-1.684829	-0.227868	0.027600	0.200984	-0.130312	-0.089682	0.226129	-0.147356	-0.376893	-0.059400	1.181339	-0.323929	0.088269	-0.495079	-0.688680	-0.669984	-0.177509	0.169113	-0.384538	-0.931510	-0.357568	-0.145419	0.102890	-0.214797	-0.343692	-0.368598	-0.042232	0.185203	-0.272774	-0.393553	-0.229300	-0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	
3.499995	3.499892	3.492944	1.068798	-12.323048	4.967768	-14.910610	-2.046167	2.021039	-14.893264	-13.284203	-14.998505	-0.000000	-0.000000	0.235770	-0.853659	-0.161596	-0.101830	-1.656562	-0.176966	0.018009	0.238980	-0.068684	-0.020144	0.223725	-0.157358	-0.364723	0.030337	1.191147	-0.328937	0.067275	-0.100198	-0.235563	-0.359179	0.147696	0.000989	-0.083553	-0.416533	0.008177	-0.159137	0.086876	-0.030920	-0.197572	-0.213153	0.049325	-0.002778	-0.059967	-0.258327	-0.014123	0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.286142	-0.841318	0.012530	0.350079	-1.684829	-0.227868	0.027600	0.200984	-0.130312	-0.089682	0.226129	-0.147356	-0.376893	-0.059400	1.181339	-0.323929	0.088269	-0.495079	-0.688680	-0.669984	-0.177509	0.169113	-0.384538	-0.931510	-0.357568	-0.145419	0.102890	-0.214797	-0.343692	-0.368598	-0.042232	0.185203	-0.272774	-0.393553	-0.229300	-0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.328616	-0.817893	0.045626	0.510282	-1.157470	-0.268874	0.039673	0.133842	-0.239984	-0.174837	0.203273	-0.120194	-0.446405	-0.180727	1.118358	-0.265849	0.111306	-0.716726	-0.841124	-0.887411	-0.303203	0.280146	-0.736031	-1.098863	-0.726006	-0.076776	0.127205	-0.368685	-0.360996	-0.508502	-0.096941	0.322498	-0.428305	-0.497100	-0.391379	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	
3.499555	3.493004	2.215261	-0.629683	7.176427	5.047091	13.246937	-0.853998	-7.132953	-8.520067	8.265136	-13.663974	-0.000000	-0.000000	0.286142	-0.841318	0.012530	0.350079	-1.684829	-0.227868	0.027600	0.200984	-0.130312	-0.089682	0.226129	-0.147356	-0.376893	-0.059400	1.181339	-0.323929	0.088269	-0.495079	-0.688680	-0.669984	-0.177509	0.169113	-0.384538	-0.931510	-0.357568	-0.145419	0.102890	-0.214797	-0.343692	-0.368598	-0.042232	0.185203	-0.272774	-0.393553	-0.229300	-0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.328616	-0.817893	0.045626	0.510282	-1.157470	-0.268874	0.039673	0.133842	-0.239984	-0.174837	0.203273	-0.120194	-0.446405	-0.180727	1.118358	-0.265849	0.111306	-0.716726	-0.841124	-0.887411	-0.303203	0.280146	-0.736031	-1.098863	-0.726006	-0.076776	0.127205	-0.368685	-0.360996	-0.508502	-0.096941	0.322498	-0.428305	-0.497100	-0.391379	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.343953	-0.793245	-0.249242	0.949742	-0.220838	-0.292488	0.057637	0.041122	-0.334062	-0.308407	0.153773	-0.079509	-0.561919	-0.362244	1.017769	-0.054851	0.116634	-0.762969	-0.681189	-1.060953	-0.302163	0.272987	-0.978116	-1.143865	-0.945707	-0.000754	0.125277	-0.460859	-0.192382	-0.598651	-0.078141	0.312137	-0.536250	-0.514899	-0.515828	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	
3.498470	3.416701	2.271810	0.860633	11.479740	3.045259	14.643498	-0.174601	-8.861287	5.197032	12.954272	2.516824	-0.000000	-0.000000	0.328616	-0.817893	0.045626	0.510282	-1.157470	-0.268874	0.039673	0.133842	-0.239984	-0.174837	0.203273	-0.120194	-0.446405	-0.180727	1.118358	-0.265849	0.111306	-0.716726	-0.841124	-0.887411	-0.303203	0.280146	-0.736031	-1.098863	-0.726006	-0.076776	0.127205	-0.368685	-0.360996	-0.508502	-0.096941	0.322498	-0.428305	-0.497100	-0.391379	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.343953	-0.793245	-0.249242	0.949742	-0.220838	-0.292488	0.057637	0.041122	-0.334062	-0.308407	0.153773	-0.079509	-0.561919	-0.362244	1.017769	-0.054851	0.116634	-0.762969	-0.681189	-1.060953	-0.302163	0.272987	-0.978116	-1.143865	-0.945707	-0.000754	0.125277	-0.460859	-0.192382	-0.598651	-0.078141	0.312137	-0.536250	-0.514899	-0.515828	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.316476	-0.759751	-0.518855	1.839801	0.763870	-0.294157	0.074243	-0.028361	-0.411450	-0.429341	0.111060	-0.043552	-0.686464	-0.504085	0.893811	0.058026	0.091576	-0.478652	-0.456515	-0.616629	-0.235407	0.191311	-1.043851	-0.820339	-1.097491	0.034095	0.099239	-0.283888	-0.039399	-0.279304	-0.048220	0.169343	-0.539319	-0.249264	-0.596528	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	
3.405459	3.187556	1.902169	0.645291	8.236656	0.477040	13.311347	-1.782024	-2.396089	3.984168	10.819407	7.797768	-0.000000	-0.000000	0.343953	-0.793245	-0.249242	0.949742	-0.220838	-0.292488	0.057637	0.041122	-0.334062	-0.308407	0.153773	-0.079509	-0.561919	-0.362244	1.017769	-0.054851	0.116634	-0.762969	-0.681189	-1.060953	-0.302163	0.272987	-0.978116	-1.143865	-0.945707	-0.000754	0.125277	-0.460859	-0.192382	-0.598651	-0.078141	0.312137	-0.536250	-0.514899	-0.515828	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.316476	-0.759751	-0.518855	1.839801	0.763870	-0.294157	0.074243	-0.028361	-0.411450	-0.429341	0.111060	-0.043552	-0.686464	-0.504085	0.893811	0.058026	0.091576	-0.478652	-0.456515	-0.616629	-0.235407	0.191311	-1.043851	-0.820339	-1.097491	0.034095	0.099239	-0.283888	-0.039399	-0.279304	-0.048220	0.169343	-0.539319	-0.249264	-0.596528	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.263608	-0.712215	-0.175160	2.036396	1.413438	-0.281768	0.086854	-0.077687	-0.446266	-0.496518	0.081338	-0.024260	-0.812233	-0.598077	0.753013	0.112934	0.088372	-0.129523	0.015766	-0.051194	-0.135209	0.076361	-0.621200	-0.477060	-0.462900	0.055806	0.099547	-0.062251	0.041126	0.007672	-0.021118	0.017043	-0.335543	0.039173	-0.417953	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	
3.149498	3.090903	1.804991	-0.011633	3.523895	6.623526	10.302981	-2.412865	-0.108748	5.735705	8.889180	10.283611	-0.000000	-0.000000	0.316476	-0.759751	-0.518855	1.839801	0.763870	-0.294157	0.074243	-0.028361	-0.411450	-0.429341	0.111060	-0.043552	-0.686464	-0.504085	0.893811	0.058026	0.091576	-0.478652	-0.456515	-0.616629	-0.235407	0.191311	-1.043851	-0.820339	-1.097491	0.034095	0.099239	-0.283888	-0.039399	-0.279304	-0.048220	0.169343	-0.539319	-0.249264	-0.596528	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.263608	-0.712215	-0.175160	2.036396	1.413438	-0.281768	0.086854	-0.077687	-0.446266	-0.496518	0.081338	-0.024260	-0.812233	-0.598077	0.753013	0.112934	0.088372	-0.129523	0.015766	-0.051194	-0.135209	0.076361	-0.621200	-0.477060	-0.462900	0.055806	0.099547	-0.062251	0.041126	0.007672	-0.021118	0.017043	-0.335543	0.039173	-0.417953	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.221084	-0.668969	0.594799	1.599340	1.686066	-0.267537	0.101073	-0.096034	-0.441354	-0.485114	0.064924	-0.016928	-0.883333	-0.660303	0.717341	0.142155	0.087936	0.093482	0.131740	0.291499	-0.084011	0.002518	-0.248117	-0.612678	-0.135276	0.070153	0.095023	0.079844	0.043382	0.196258	-0.031478	-0.026288	-0.204584	0.263949	-0.265128	-0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	
2.833420	3.120224	0.493839	-2.164797	6.990030	6.909649	10.179144	-0.960619	-4.143763	10.674423	3.346193	14.521097	-0.000000	-0.000000	0.263608	-0.712215	-0.175160	2.036396	1.413438	-0.281768	0.086854	-0.077687	-0.446266	-0.496518	0.081338	-0.024260	-0.812233	-0.598077	0.753013	0.112934	0.088372	-0.129523	0.015766	-0.051194	-0.135209	0.076361	-0.621200	-0.477060	-0.462900	0.055806	0.099547	-0.062251	0.041126	0.007672	-0.021118	0.017043	-0.335543	0.039173	-0.417953	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.221084	-0.668969	0.594799	1.599340	1.686066	-0.267537	0.101073	-0.096034	-0.441354	-0.485114	0.064924	-0.016928	-0.883333	-0.660303	0.717341	0.142155	0.087936	0.093482	0.131740	0.291499	-0.084011	0.002518	-0.248117	-0.612678	-0.135276	0.070153	0.095023	0.079844	0.043382	0.196258	-0.031478	-0.026288	-0.204584	0.263949	-0.265128	-0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.190433	-0.633789	0.191620	1.011235	1.861355	-0.243511	0.114337	-0.096892	-0.402447	-0.435045	0.046593	-0.015793	-0.891761	-0.674323	0.684083	0.222895	0.072072	0.020166	0.388658	0.256325	-0.133679	-0.006611	0.024392	0.209877	-0.065174	0.073180	0.081584	0.133518	0.103748	0.300609	-0.049310	-0.029053	-0.110189	0.411200	-0.077739	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.368061	3.325820	0.750328	-7.851201	11.676920	5.647271	11.601645	3.891481	-9.333716	14.206001	9.127192	14.999612	-0.000000	-0.000000	0.221084	-0.668969	0.594799	1.599340	1.686066	-0.267537	0.101073	-0.096034	-0.441354	-0.485114	0.064924	-0.016928	-0.883333	-0.660303	0.717341	0.142155	0.087936	0.093482	0.131740	0.291499	-0.084011	0.002518	-0.248117	-0.612678	-0.135276	0.070153	0.095023	0.079844	0.043382	0.196258	-0.031478	-0.026288	-0.204584	0.263949	-0.265128	-0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.190433	-0.633789	0.191620	1.011235	1.861355	-0.243511	0.114337	-0.096892	-0.402447	-0.435045	0.046593	-0.015793	-0.891761	-0.674323	0.684083	0.222895	0.072072	0.020166	0.388658	0.256325	-0.133679	-0.006611	0.024392	0.209877	-0.065174	0.073180	0.081584	0.133518	0.103748	0.300609	-0.049310	-0.029053	-0.110189	0.411200	-0.077739	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.155149	-0.627653	0.260052	-0.495732	1.629695	-0.209165	0.123775	-0.076999	-0.343435	-0.414804	0.023273	-0.019201	-0.878810	-0.628660	0.680654	0.204448	0.044314	0.404371	0.516946	0.244432	-0.182266	-0.059869	0.262068	0.494531	0.222751	0.046239	0.039687	0.218433	0.148340	0.432995	-0.040394	-0.087776	0.036912	0.415709	0.143419	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	
1.210954	2.470287	-0.486563	-6.414352	10.019621	2.330144	10.556010	4.395752	-6.698966	13.711530	9.841702	14.999846	-0.000000	-0.000000	0.190433	-0.633789	0.191620	1.011235	1.861355	-0.243511	0.114337	-0.096892	-0.402447	-0.435045	0.046593	-0.015793	-0.891761	-0.674323	0.684083	0.222895	0.072072	0.020166	0.388658	0.256325	-0.133679	-0.006611	0.024392	0.209877	-0.065174	0.073180	0.081584	0.133518	0.103748	0.300609	-0.049310	-0.029053	-0.110189	0.411200	-0.077739	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.155149	-0.627653	0.260052	-0.495732	1.629695	-0.209165	0.123775	-0.076999	-0.343435	-0.414804	0.023273	-0.019201	-0.878810	-0.628660	0.680654	0.204448	0.044314	0.404371	0.516946	0.244432	-0.182266	-0.059869	0.262068	0.494531	0.222751	0.046239	0.039687	0.218433	0.148340	0.432995	-0.040394	-0.087776	0.036912	0.415709	0.143419	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.138349	-0.654139	0.853333	-1.242477	1.161826	-0.179831	0.121713	-0.006862	-0.262301	-0.367112	0.003172	-0.035990	-0.837689	-0.546342	0.737717	0.197020	-0.077808	0.595987	0.582468	0.683635	-0.006013	-0.180236	0.381102	0.795537	0.514313	0.028175	-0.076176	0.323684	0.152027	0.559559	0.038157	-0.211180	0.209165	0.470482	0.311651	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	
0.870065	2.028081	-0.945333	-3.949054	7.283077	2.548504	6.672215	4.535823	-2.927532	12.249065	4.777402	14.998837	-0.000000	-0.000000	0.155149	-0.627653	0.260052	-0.495732	1.629695	-0.209165	0.123775	-0.076999	-0.343435	-0.414804	0.023273	-0.019201	-0.878810	-0.628660	0.680654	0.204448	0.044314	0.404371	0.516946	0.244432	-0.182266	-0.059869	0.262068	0.494531	0.222751	0.046239	0.039687	0.218433	0.148340	0.432995	-0.040394	-0.087776	0.036912	0.415709	0.143419	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.138349	-0.654139	0.853333	-1.242477	1.161826	-0.179831	0.121713	-0.006862	-0.262301	-0.367112	0.003172	-0.035990	-0.837689	-0.546342	0.737717	0.197020	-0.077808	0.595987	0.582468	0.683635	-0.006013	-0.180236	0.381102	0.795537	0.514313	0.028175	-0.076176	0.323684	0.152027	0.559559	0.038157	-0.211180	0.209165	0.470482	0.311651	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.142092	-0.694885	0.802562	-1.409064	0.930953	-0.158043	0.109701	0.054275	-0.195159	-0.242512	0.014831	-0.062475	-0.776296	-0.428606	0.807315	0.081469	-0.154927	0.573970	0.517831	0.873422	0.200402	-0.267416	0.706026	1.063979	0.751801	-0.000903	-0.160270	0.412671	0.119798	0.593120	0.092360	-0.285066	0.353212	0.500205	0.466796	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.306012	2.085893	-1.999430	1.480139	1.048837	2.385666	-12.055193	3.314996	-0.870060	5.583050	-4.823840	14.969859	-0.000000	-0.000000	0.138349	-0.654139	0.853333	-1.242477	1.161826	-0.179831	0.121713	-0.006862	-0.262301	-0.367112	0.003172	-0.035990	-0.837689	-0.546342	0.737717	0.197020	-0.077808	0.595987	0.582468	0.683635	-0.006013	-0.180236	0.381102	0.795537	0.514313	0.028175	-0.076176	0.323684	0.152027	0.559559	0.038157	-0.211180	0.209165	0.470482	0.311651	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.142092	-0.694885	0.802562	-1.409064	0.930953	-0.158043	0.109701	0.054275	-0.195159	-0.242512	0.014831	-0.062475	-0.776296	-0.428606	0.807315	0.081469	-0.154927	0.573970	0.517831	0.873422	0.200402	-0.267416	0.706026	1.063979	0.751801	-0.000903	-0.160270	0.412671	0.119798	0.593120	0.092360	-0.285066	0.353212	0.500205	0.466796	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.149882	-0.740159	0.439448	-1.440997	0.455630	-0.150777	0.085827	0.147346	-0.105468	-0.122257	0.057439	-0.096860	-0.669797	-0.246717	0.910704	0.004657	-0.175434	0.560602	0.491128	0.947537	0.369701	-0.237283	0.741659	1.049995	0.798930	-0.022357	-0.195668	0.428912	0.068357	0.573009	0.117830	-0.253140	0.430559	0.390019	0.489295	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	
3.480294	3.421441	-3.286346	7.412308	-9.569127	-3.418305	-14.977785	2.040982	3.989371	-11.164553	-12.776139	10.060423	-0.000000	-0.000000	0.142092	-0.694885	0.802562	-1.409064	0.930953	-0.158043	0.109701	0.054275	-0.195159	-0.242512	0.014831	-0.062475	-0.776296	-0.428606	0.807315	0.081469	-0.154927	0.573970	0.517831	0.873422	0.200402	-0.267416	0.706026	1.063979	0.751801	-0.000903	-0.160270	0.412671	0.119798	0.593120	0.092360	-0.285066	0.353212	0.500205	0.466796	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.149882	-0.740159	0.439448	-1.440997	0.455630	-0.150777	0.085827	0.147346	-0.105468	-0.122257	0.057439	-0.096860	-0.669797	-0.246717	0.910704	0.004657	-0.175434	0.560602	0.491128	0.947537	0.369701	-0.237283	0.741659	1.049995	0.798930	-0.022357	-0.195668	0.428912	0.068357	0.573009	0.117830	-0.253140	0.430559	0.390019	0.489295	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.159858	-0.781663	0.102089	-1.134068	-0.220966	-0.152499	0.063701	0.220897	-0.045509	-0.009197	0.110405	-0.129538	-0.577081	-0.125449	1.005028	-0.034431	-0.146660	0.524369	0.321304	0.586094	0.406871	-0.209028	0.801405	0.619371	0.743621	-0.050601	-0.151359	0.371079	0.044152	0.279277	0.114546	-0.220462	0.421516	0.196456	0.394972	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	
3.499974	3.499308	-4.571154	6.027598	-14.118078	-13.211032	-14.999906	0.271586	10.833482	-14.956759	-14.944657	-14.990780	-0.000000	-0.000000	0.149882	-0.740159	0.439448	-1.440997	0.455630	-0.150777	0.085827	0.147346	-0.105468	-0.122257	0.057439	-0.096860	-0.669797	-0.246717	0.910704	0.004657	-0.175434	0.560602	0.491128	0.947537	0.369701	-0.237283	0.741659	1.049995	0.798930	-0.022357	-0.195668	0.428912	0.068357	0.573009	0.117830	-0.253140	0.430559	0.390019	0.489295	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.159858	-0.781663	0.102089	-1.134068	-0.220966	-0.152499	0.063701	0.220897	-0.045509	-0.009197	0.110405	-0.129538	-0.577081	-0.125449	1.005028	-0.034431	-0.146660	0.524369	0.321304	0.586094	0.406871	-0.209028	0.801405	0.619371	0.743621	-0.050601	-0.151359	0.371079	0.044152	0.279277	0.114546	-0.220462	0.421516	0.196456	0.394972	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.180764	-0.809609	-0.147520	-0.634848	-0.942663	-0.161616	0.047038	0.287467	-0.010277	0.058611	0.166654	-0.156195	-0.469504	-0.061816	1.117604	-0.128721	-0.042001	0.279263	0.048532	0.035578	0.262977	-0.118729	0.362452	0.104511	0.476019	-0.090740	-0.023600	0.161087	-0.042313	-0.013018	0.088887	-0.134012	0.146605	-0.058666	0.282396	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
